Equipment_Slot,SS_Equipment,System,Level,Level_Number,Unlock_Requirement,Relic_Core_Cost,Eternal_Core_Cost,Void_Core_Cost,Chaos_Core_Cost,Xeno_Transmute_Core_Cost,Base_Tech_Materials_Cost,Fodder_Rarity,Fodder_Item,Fodder_Quantity,Unlock_Name,Effect,Trigger_Condition,Trigger_Cooldown,Release_Status,Data_Status,Source_Name,Source_URL
Armor,Evervoid Armor - Starforged Havoc,Chaos Fusion,CF7,7,6 total Eternal + Void Astral Forge stars required,6,0,0,150,0,0,Legend,Armor of Quietus,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Armor,Evervoid Armor - Starforged Havoc,Chaos Fusion,CF8,8,6 total Eternal + Void Astral Forge stars required,6,0,0,150,0,0,Legend,Armor of Quietus,1,Poisoned Damage,+30% damage to Poisoned targets.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Armor,Evervoid Armor - Starforged Havoc,Chaos Fusion,CF9,9,8 total Eternal + Void Astral Forge stars required,8,0,0,200,0,0,Legend,Armor of Quietus,1,Max Level,+10 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Armor,Evervoid Armor - Starforged Havoc,Chaos Fusion,CF10,10,8 total Eternal + Void Astral Forge stars required,8,0,0,200,0,0,Legend,Armor of Quietus,1,Shield Damage,+30% Shield Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT1,1,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,40,0,0,1,0,,,0,Elemental Fusion / Chill,"Unlock Elemental Fusion. Chill is available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",Reach maximum shield: gain +30% Shield,15s,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT2,2,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,40,0,0,1,0,,,0,Xeno Progression,No separate gear-stat entry was present in the current calculator snapshot.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT3,3,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,80,0,2,0,,,0,Poison,"Poison becomes available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT4,4,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,80,0,0,2,0,,,0,Crit Damage,+40% Crit Damage.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT5,5,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,100,0,4,0,,,0,Transmute Damage,Adds 3 times the selected trigger's Transmute damage coefficient.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT6,6,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,100,0,0,4,0,,,0,Trigger II,Unlock the second trigger condition.,10 Lightning hits,10s,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT7,7,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,100,0,4,0,,,0,Weaken,"Weaken becomes available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT8,8,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,150,0,0,6,0,,,0,Shield Damage,+20% Shield Damage.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT9,9,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,150,0,6,0,,,0,Laceration,+15% Laceration.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT10,10,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,150,0,0,6,0,,,0,Trigger III,Unlock the third trigger condition.,Gain +60% Shield,10s,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT11,11,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,250,0,8,0,,,0,Shield Damage,+20% Shield Damage.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT12,12,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,250,0,0,8,0,,,0,Skill Damage,+40% Skill Damage.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Armor,Evervoid Armor - Starforged Havoc,Xeno Transmute,XT13,13,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,250,0,8,0,,,0,Transmute Damage,Adds another 1 times the selected trigger's Transmute damage coefficient; 4 times total from XT5 and XT13.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/; https://clashiverse.com/survivor-io-ss-armor-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Eternal Astral Forge,E1,1,Own the SS equipment; progress sequentially on this Astral Forge path,1,10,0,0,0,500,Epic,Eternal Necklace,1,Berserk,"Gain 20 seconds of Berserk when a skill levels up. Skill Damage +50% during Berserk. Defeating monsters extends its duration, up to 200 seconds.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Eternal Astral Forge,E2,2,Own the SS equipment; progress sequentially on this Astral Forge path,2,20,0,0,0,500,Epic,Eternal Necklace,1,ATK,+10% ATK.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Eternal Astral Forge,E3,3,Own the SS equipment; progress sequentially on this Astral Forge path,3,40,0,0,0,500,Epic,Eternal Necklace,2,Wonderment,"The higher the shield value, the more damage dealt to Weakened targets. Every 30% Energy Shield value grants +2% damage to Weakened targets.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Eternal Astral Forge,E4,4,Own the SS equipment; progress sequentially on this Astral Forge path,5,60,0,0,0,500,Epic,Eternal Necklace,2,Final HP,"+16,000 Final HP.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Eternal Astral Forge,E5,5,Own the SS equipment; progress sequentially on this Astral Forge path,8,80,0,0,0,1000,Legend,Eternal Necklace,1,Limit Break,+40% maximum Energy Shield.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Void Astral Forge,V1,1,Own the SS equipment; progress sequentially on this Astral Forge path,1,0,10,0,0,500,Epic,Voidwaker Emblem,1,ATK,+10% ATK.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Void Astral Forge,V2,2,Own the SS equipment; progress sequentially on this Astral Forge path,2,0,20,0,0,500,Epic,Voidwaker Emblem,1,Stealth Attack,+2% Crit Damage for every 2 passive-skill levels learned.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Void Astral Forge,V3,3,Own the SS equipment; progress sequentially on this Astral Forge path,3,0,40,0,0,500,Epic,Voidwaker Emblem,2,Final ATK,"+4,000 Final ATK.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Void Astral Forge,V4,4,Own the SS equipment; progress sequentially on this Astral Forge path,5,0,60,0,0,500,Epic,Voidwaker Emblem,2,Divine Might,Initial passive-skill level +1. Each Red Star passive upgrade grants +10% Crit Damage.,,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Void Astral Forge,V5,5,Own the SS equipment; progress sequentially on this Astral Forge path,8,0,80,0,0,1000,Legend,Voidwaker Emblem,1,Final ATK,"+8,000 Final ATK.",,,Released,Exact effect text transcribed from Google Drive SS gear chart; standard SS AF costs cross-checked with wiki/current data,Google Drive SS_Gear_2025-02-06; Astral Forge chart; SurvivorIO Wiki,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://drive.google.com/file/d/1O5kFq3WqXZaqBRePrasOYINsJUxyVQ_c; https://survivorio.fandom.com/wiki/SS_equipment
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF1,1,1 total Eternal + Void Astral Forge stars required,1,0,0,20,0,0,Epic,Stone of Cleaving,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF2,2,2 total Eternal + Void Astral Forge stars required,2,0,0,20,0,0,Epic,Stone of Cleaving,1,Crit Damage,+25% Crit Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF3,3,3 total Eternal + Void Astral Forge stars required,3,0,0,50,0,0,Epic,Stone of Cleaving,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF4,4,3 total Eternal + Void Astral Forge stars required,3,0,0,50,0,0,Epic,Stone of Cleaving,1,Skill Damage,+20% Skill Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF5,5,4 total Eternal + Void Astral Forge stars required,4,0,0,100,0,0,Epic,Stone of Cleaving,2,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF6,6,4 total Eternal + Void Astral Forge stars required,4,0,0,100,0,0,Epic,Stone of Cleaving,2,Skill Damage,Additional +40% Skill Damage.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF7,7,6 total Eternal + Void Astral Forge stars required,6,0,0,150,0,0,Legend,Stone of Cleaving,1,Max Level,+5 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF8,8,6 total Eternal + Void Astral Forge stars required,6,0,0,150,0,0,Legend,Stone of Cleaving,1,Weakened Damage,+30% damage to Weakened targets.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF9,9,8 total Eternal + Void Astral Forge stars required,8,0,0,200,0,0,Legend,Stone of Cleaving,1,Max Level,+10 maximum equipment levels.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Chaos Fusion,CF10,10,8 total Eternal + Void Astral Forge stars required,8,0,0,200,0,0,Legend,Stone of Cleaving,1,Weakened Damage,Additional +40% damage to Weakened targets.,,,Released,Effect/stat values modeled from current sIO Tools snapshot; exact in-game unlock title may differ,Google Drive SS gear chart; current sIO Tools data snapshot; official release history,https://drive.google.com/file/d/1Sg8uUEe_VGD3o0YSum_w86Ob9vloHVs5; https://apps.apple.com/us/app/survivor-io/id1528941310
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT1,1,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,40,0,0,1,0,,,0,Unique Skill / Chill,"Unlock the necklace's unique Xeno skill. Chill is available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",Fury active and 500 hits,15s,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT2,2,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,40,0,0,1,0,,,0,ATK,+10% ATK.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT3,3,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,80,0,2,0,,,0,Poison,"Poison becomes available as the selected Xeno effect. Internal unique Xeno modifier +5. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT4,4,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,80,0,0,2,0,,,0,Weakened Damage,+60% damage to Weakened targets.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT5,5,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,100,0,4,0,,,0,Transmute Damage,Adds 3 times the selected trigger's Transmute damage coefficient.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT6,6,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,100,0,0,4,0,,,0,ATK / Trigger II,+15% ATK and unlock the second trigger condition.,10 Durian hits,10s,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT7,7,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,100,0,4,0,,,0,Weaken,"Weaken becomes available as the selected Xeno effect. Internal unique Xeno modifier +10. The selected elemental effect grants up to +35% matching-status damage per stack, with up to 6 stacks.",,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT8,8,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,150,0,0,6,0,,,0,Weakened Damage,+100% damage to Weakened targets.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT9,9,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,150,0,6,0,,,0,Crit Damage,+120% Crit Damage.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT10,10,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,150,0,0,6,0,,,0,ATK / Trigger III,+20% ATK and unlock the third trigger condition.,Above Lv.20 and 300 hits,10s,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT11,11,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,250,0,8,0,,,0,Shield Damage,+60% Shield Damage.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT12,12,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,250,0,0,8,0,,,0,Laceration,+15% Laceration.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
Necklace,Judgment Necklace - Starforged Havoc,Xeno Transmute,XT13,13,E4 + V4 on this SS equipment; Xeno levels progress sequentially,0,0,250,0,8,0,,,0,Transmute Damage,Adds another 1 times the selected trigger's Transmute damage coefficient; 4 times total from XT5 and XT13.,,,Released / track present in current source snapshot,Current sIO Tools Xeno model; trigger text from current app data; unique UI wording may differ,Google Drive Xeno guide; current sIO Tools snapshot; official release history,https://apps.apple.com/us/app/survivor-io/id1528941310; https://clashiverse.com/survivor-io-xeno-transmute-guide/
