Set_ID,Set_Name,Set_Type,Collectible_1,Collectible_1_Rarity,Collectible_2,Collectible_2_Rarity,Collectible_3,Collectible_3_Rarity,Collectible_4,Collectible_4_Rarity,Unlock_Count,Damage_Tags,Data_Status,Source_URL
SET100,Curveball Solution,Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/curveball-solution
SET101,Needle in the Abyssal Haystack,Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/needle-in-the-abyssal-haystack
SET102,Cyber Wonderland,2 Reds,Unicorn's Horn,Legend,Spatial Rewinder,Legend,Anti-Gravity Device,Epic,Portable Mech Case,Epic,7,ATK% | Final ATK | Final HP | HP% | Poisoned | Skill Damage,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,https://garrytools.com/guide/collectionsets/cyber-wonderland
SET103,Try all possibilities,2 Reds,Atomic Mech,Legend,Timeline Cube,Legend,Plasma Sword,Epic,Geocore Orb,Epic,8,ATK% | Crit Damage | Final ATK | Final HP | HP% | Poisoned | Shield Damage | Skill Damage,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,https://garrytools.com/guide/collectionsets/try-all-possibilities
SET104,Brewing Recipe,2 Reds,Time Essence Bottle,Legend,Omni-Symbiote,Legend,Nuclear Battery,Epic,Aquacore Orb,Epic,8,ATK% | Crit Damage | Final ATK | Final HP | HP% | Shield Damage | Skill Damage,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,https://garrytools.com/guide/collectionsets/brewing-recipe
SET105,Wind Totem,2 Reds,Cyber Totem,Legend,Prophet's Tarot,Legend,Mystical Halo,Epic,Aerocore Orb,Epic,4,ATK% | Final ATK | Final HP | HP%,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,https://garrytools.com/guide/collectionsets/wind-totem
SET106,When Cosmic Stars Shine,4 Reds,Aquarius Starlight,Legend,Pisces Starlight,Legend,Aries Starlight,Legend,Taurus Starlight,Legend,6,ATK% | Boss Damage | Final ATK | Final HP | HP% | Shield Damage | Skill Damage,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,https://garrytools.com/guide/collectionsets/when-cosmic-stars-shine
SET107,Corner of the Universe I,1 Red,Aquarius Starlight,Legend,Gemini Starlight,Epic,Cancer Starlight,Epic,Libra Starlight,Excellent,8,ATK% | Final ATK | Final HP | HP%,Exact GarryTools page pattern and member list transcribed,https://garrytools.com/guide/collectionsets/corner-of-the-universe-i
SET108,Corner of the Universe II,1 Red,Pisces Starlight,Legend,Leo Starlight,Epic,Virgo Starlight,Epic,Scorpio Starlight,Excellent,8,ATK% | Final ATK | Final HP | HP%,Exact GarryTools page pattern and member list transcribed,https://garrytools.com/guide/collectionsets/corner-of-the-universe-ii
SET109,Corner of the Universe III,1 Red,Aries Starlight,Legend,Gemini Starlight,Epic,Cancer Starlight,Epic,,,8,ATK% | Final ATK | Final HP | HP%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,https://garrytools.com/guide/collectionsets/corner-of-the-universe-iii
SET110,Corner of the Universe IV,1 Red,Taurus Starlight,Legend,Leo Starlight,Epic,Virgo Starlight,Epic,Capricorn Starlight,Excellent,8,ATK% | Final ATK | Final HP | HP%,Exact GarryTools page pattern and member list transcribed,https://garrytools.com/guide/collectionsets/corner-of-the-universe-iv
SET111,Meteor Shower Forecast,Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/meteor-shower-forecast
SET112,Meteorite Hunting Techniques,Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/meteorite-hunting-techniques
SET113,When Mysticism First Met Science,Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/when-mysticism-first-met-science
SET114,The Union of Mysticism and Science,Mixed / Unknown,Astrology Deck,Excellent,Astrologer Journal,Excellent,Orbital Satellite,Excellent,Observatory Model,Better,8,ATK% | Final ATK | Final HP | HP%,Exact GarryTools page pattern and member list transcribed,https://garrytools.com/guide/collectionsets/the-union-of-mysticism-and-science
SET115,Collected by Hand,Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/collected-by-hand
SET116,"Thus, It Became Art",Mixed / Unknown,,,,,,,,,8,ATK% | Final ATK | Final HP | HP%,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,https://garrytools.com/guide/collectionsets/thus-it-became-art
