Item_ID,Item_Name,Description,Primary_Category,Subcategory,Item_Kind,Is_Spendable_or_Consumable,Is_Choice_Item,Is_Random_Reward,Selection_Behavior,Lifecycle,Rarity,Faction,Equipment_Slot,DPS_Relevance,Optimizer_Bucket,Icon_Path,Data_Status,Source_URLs
5033,King Imp Horns,"A playful imp, sly and adorable. Cuts quite the figure",Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5033,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5034,Yelena Witch Hat,Put on a witch's hat for a night of magical trickery,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5034,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5035,Common Turkey Crown,Common's turkey costume. Collect the entire costume and be the most dashing turkey ever at Thanksgiving!,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5035,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5036,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5037,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5038,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5039,Patrick Navy Hat,Symbolizes glory for having survived the Navy HQ's trials,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5039,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5040,Sandy Pirate Hat,A stylish pirate hat found after scouring plenty of sunken ships,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5040,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5041,Worm's Snowman Helm,Helm made from a hollowed-out snowball. Cooling when worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5041,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5042,King's Christmas Star Hat,Shiny stars that cause King to radiate with charm,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5042,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5043,Master Yang's Christmas Hat,A floofy red hat full of festive vibes,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5043,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5044,Wesson Green Dragon Head,The usually uptight Wesson has been forced to dress up as a green dragon for New Year!,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5044,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5045,King New Spring Hat,A vibrant red hat for a vibin' new spring!,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5045,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5046,Master Yang God of Fortune Hat,With the new spring comes new fortune!,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5046,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5047,Worm Heartthrob Bunny Hat,A cute pink bunny-eared hat. Look at its ears move!,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5047,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5048,Yelena Beloved Dress Hat,A stylish headgear with lovely adornments,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5048,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5049,Common Awakened Army Cap,Obtained after Common undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5049,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5050,Catnips Awakened Army Cap,Obtained after Catnips undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5050,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5051,Tsukuyomi Awakened Army Cap,Obtained after Tsukuyomi undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5051,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5052,King Awakened Army Cap,Obtained after King undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5052,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5053,Master Yang Awakened Army Cap,Obtained after Master Yang undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5053,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5054,Yelena Awakened Army Cap,Obtained after Yelena undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5054,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5055,Wesson Awakened Army Cap,Obtained after Wesson undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5055,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5056,Worm Awakened Army Cap,Obtained after Worm undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5056,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5057,Tsukuyomi Trendy Bucket Hat,Adorned with a butterfly knot that exudes maiden-esque beauty,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5057,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5058,King Bopping Skull Cap,Has two metal rings that sway rhythmically with the music,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5058,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5059,Yelena Sci-fi Goggles,"Hi-tech goggles that displays directions, weather, and even plays music",Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5059,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5060,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5061,Metallia Awakened Army Cap,Obtained after Metallia undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5061,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5062,æ¿ãããã¼ã¿ãã,ãã¼ã¿ãããã³ã¢ã³ã®é ­ã«åã¿ã¤ããå¥å¦ãªè¢«ãç©ã«ãªã£ãâ¦ï¼ï¼ï¼ï¼ï¼å¹´æåã³ã­ã³ã­ã³ããã¯9æå·ç¹å¥ä»é²ï¼,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5062,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5063,Master Yang Basketball Headband,A red headband that symbolizes Master Yang's resolve.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5063,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5064,Common Water Polo Goggles,Excellently sealed goggles for clear underwater vision.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,Excellent,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5064,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5065,Metallia Tennis Cap,White-colored cap to flaunt spirited gallantry.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5065,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5066,Common's Anniversary Leather Hat,"A tall leather hat that gives off a dignified, solemn vibe.",Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5066,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5067,Tsukuyomi's Anniversary Fencer Hat,Topped with a valorous white feather.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5067,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5068,Catnips' Anniversary Helm,Has protruding spikes for defensive purposes.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5068,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5069,Worm's Anniversary Helm,Very durable with great defense.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5069,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5070,King's Anniversary Formal Hat,The plume on the hat represents remarkable marksmanship.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5070,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5071,Wesson's Anniversary Army Hat,The gold leaf embellishment makes it even more imposing.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5071,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5072,Yelena's Anniversary Army Hat,The gold star symbolizes tenacious will.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5072,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5073,Master Yang's Anniversary Military Hat,Has a unique design.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5073,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5074,Metallia's Anniversary Magician Hat,Makes Metallia look like a magic witch girl.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5074,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5075,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5076,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5077,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5078,Metallia Ghostly Headgear,Like a ghost perched on Metallia's head.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5075,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5079,Master Yang Green Wig,The green hair and monocle make Master Yang look like a mad scientist.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5076,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5080,Catnips Ghostly Headgear,Catnips looks spooky with this headwear.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5077,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5081,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5082,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5083,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5084,Default Head,No headwear worn,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Skin_Default,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5085,Joey's Awakened headband,Obtained after Joey undergoes HQ's special training,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5078,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5086,Common's Elf Hat,"A gift from the elves, full of foresty vibes",Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5079,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5087,Metallia's Wooly Hat,Woolen threads provide great warmth,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5080,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5088,Metallia's Double Bun Hair,Totally adorbs!,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5081,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5089,Joey's Battle Headband,A symbol of Joey's fighting will.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5082,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5090,Common's Academy Hat,Magic academy hat representing the school.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5083,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5091,Catnips' Stylish Shades,Very cool-looking eyewear.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5084,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5092,Master Yang's Skater Hat,The stars on it are testament to Master Yang's prowess.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5085,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5093,Wesson's Watermelon Hat,A watermelon rind hatâstylishly refreshing.,Cosmetics,Costume / Avatar,Cosmetic,No,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Head_5086,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
