Pet_ID,Pet,Aliases,Role,Guide_Rank,Guide_Tier,Stage_Index,Awakening_Stage,Stage_Display,Direct_Damage_Model_Coefficient,Stage_Incremental_Owner_Bonus,Cumulative_Owner_Bonus,R5_Global_Account_Bonus,Base_Status_or_Mechanic,Awakening_Power_Tier,Resonance_Chance_Skill_Cap_Per_Pet,Resonance_Damage_Skill_Cap_Per_Pet,Shield_Damage_Skill_Cap_Per_Pet,Poisoned_Damage_Skill_Cap_Per_Pet,Weakened_Damage_Skill_Cap_Per_Pet,Chilled_Damage_Skill_Cap_Per_Pet,ATK_Percent_Skill_Cap_Per_Pet,Known_Cumulative_Xeno_Cores,Known_Cumulative_Awakening_Crystals,Cost_Status,Stage_Unlock_Notes,Recommended_Status_Skill,Data_Status,Primary_Source_URLs
XP03,Puffo,Puffer / Buffo (community spellings),Poison and Weaken status support,5,Mid,8,R3,Red 3 Stars,23.626,,Damage to Poisoned +70%,,Current model treats Poison and Weaken as continuously applied while Puffo is active.,Shield Damage,22.5,22.5,30,37.5,37.5,37.5,30,25,,Current community cost guide; cumulative Xeno Cores,Raises assist-skill reforge caps and contributes to Awakening Power: Shield Damage.,Damage to Chilled is usually strongest; Poisoned or Weakened can replace it when those pools remain positive.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP03,Puffo,Puffer / Buffo (community spellings),Poison and Weaken status support,5,Mid,9,R4,Red 4 Stars,24.648,,Damage to Poisoned +70%,,Current model treats Poison and Weaken as continuously applied while Puffo is active.,Sync Rate,22.5,22.5,30,37.5,37.5,37.5,30,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Sync Rate.,Damage to Chilled is usually strongest; Poisoned or Weakened can replace it when those pools remain positive.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP03,Puffo,Puffer / Buffo (community spellings),Poison and Weaken status support,5,Mid,10,R5,Red 5 Stars,24.932,Damage to Weakened +70%,"Damage to Poisoned +70%, Damage to Weakened +70%","Damage to Poisoned +30%, Xeno Skill Damage +60%",Current model treats Poison and Weaken as continuously applied while Puffo is active.,Resonance Damage,30,30,40,50,50,50,40,50,450,Current advanced guide; cumulative values,"Maximum awakening: second owner-bonus package, global account bonus, and maximum offensive assist-skill caps.",Damage to Chilled is usually strongest; Poisoned or Weakened can replace it when those pools remain positive.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,0,Unawakened,None,2.743,,,,Current model treats Chill as continuously applied while King Blizzblast is active.,,0,0,0,0,0,0,0,0,0,Exact starting value,Base Xeno Pet. One random assist skill is available at Level 1.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,1,Y1,Yellow 1 Star,4.498,,,,Current model treats Chill as continuously applied while King Blizzblast is active.,Skill Damage,3,3,4,5,5,5,4,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Skill Damage.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,2,Y2,Yellow 2 Stars,9.728,,,,Current model treats Chill as continuously applied while King Blizzblast is active.,Crit Damage,6,6,8,10,10,10,8,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Crit Damage.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,3,Y3,Yellow 3 Stars,13.699,,,,Current model treats Chill as continuously applied while King Blizzblast is active.,Resonance Damage,6,6,8,10,10,10,8,2,,Inferred from Drive: 8 Xeno Cores awaken four additional pets to Y3,Raises assist-skill reforge caps and contributes to Awakening Power: Resonance Damage.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,4,Y4,Yellow 4 Stars,23.523,"Damage to Chilled +70%, Boss Damage +2%","Damage to Chilled +70%, Boss Damage +2%",,Current model treats Chill as continuously applied while King Blizzblast is active.,Damage to Chilled,9,9,12,15,15,15,12,4,130,Current community cost guide; cumulative values,Primary owner-bonus breakpoint. This is the first major stage where Xeno Pets become broadly relevant.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,5,Y5,Yellow 5 Stars,30.817,,"Damage to Chilled +70%, Boss Damage +2%",,Current model treats Chill as continuously applied while King Blizzblast is active.,Damage to Poisoned,9,9,12,15,15,15,12,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Damage to Poisoned.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,6,R1,Red 1 Star,52.087,,"Damage to Chilled +70%, Boss Damage +2%",,Current model treats Chill as continuously applied while King Blizzblast is active.,Damage to Weakened,15,15,20,25,25,25,20,,,Exact cumulative cost not captured; commonly used intermediate breakpoint,Raises assist-skill reforge caps and contributes to Awakening Power: Damage to Weakened.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,7,R2,Red 2 Stars,59.403,,"Damage to Chilled +70%, Boss Damage +2%",,Current model treats Chill as continuously applied while King Blizzblast is active.,Resonance Damage,15,15,20,25,25,25,20,17,,Inferred from 21-core Assist Slot 3 requirement less one 4-core support pet,Raises assist-skill reforge caps and contributes to Awakening Power: Resonance Damage.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,8,R3,Red 3 Stars,74.119,,"Damage to Chilled +70%, Boss Damage +2%",,Current model treats Chill as continuously applied while King Blizzblast is active.,Shield Damage,22.5,22.5,30,37.5,37.5,37.5,30,25,,Current community cost guide; cumulative Xeno Cores,Raises assist-skill reforge caps and contributes to Awakening Power: Shield Damage.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,9,R4,Red 4 Stars,78.276,,"Damage to Chilled +70%, Boss Damage +2%",,Current model treats Chill as continuously applied while King Blizzblast is active.,Sync Rate,22.5,22.5,30,37.5,37.5,37.5,30,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Sync Rate.,Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP04,King Blizzblast,Blizzblast / Penguin,Chill damage and boss-damage support,3,Top / broadly useful,10,R5,Red 5 Stars,98.884,"Damage to Chilled +70%, Boss Damage +3%","Damage to Chilled +140%, Boss Damage +5%","Damage to Chilled +30%, Xeno Skill Damage +60%",Current model treats Chill as continuously applied while King Blizzblast is active.,Resonance Damage,30,30,40,50,50,50,40,50,450,Current advanced guide; cumulative values,"Maximum awakening: second owner-bonus package, global account bonus, and maximum offensive assist-skill caps.",Damage to Chilled is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,0,Unawakened,None,12.24,,,,Current model treats Weaken as continuously applied while Nutjob is active.,,0,0,0,0,0,0,0,0,0,Exact starting value,Base Xeno Pet. One random assist skill is available at Level 1.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,1,Y1,Yellow 1 Star,17.047,,,,Current model treats Weaken as continuously applied while Nutjob is active.,Skill Damage,3,3,4,5,5,5,4,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Skill Damage.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,2,Y2,Yellow 2 Stars,23.74,,,,Current model treats Weaken as continuously applied while Nutjob is active.,Crit Damage,6,6,8,10,10,10,8,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Crit Damage.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,3,Y3,Yellow 3 Stars,26.607,,,,Current model treats Weaken as continuously applied while Nutjob is active.,Resonance Damage,6,6,8,10,10,10,8,2,,Inferred from Drive: 8 Xeno Cores awaken four additional pets to Y3,Raises assist-skill reforge caps and contributes to Awakening Power: Resonance Damage.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,4,Y4,Yellow 4 Stars,29.438,"Damage to Weakened +75%, Boss Damage +4%","Damage to Weakened +75%, Boss Damage +4%",,Current model treats Weaken as continuously applied while Nutjob is active.,Damage to Chilled,9,9,12,15,15,15,12,4,130,Current community cost guide; cumulative values,Primary owner-bonus breakpoint. This is the first major stage where Xeno Pets become broadly relevant.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,5,Y5,Yellow 5 Stars,40.478,,"Damage to Weakened +75%, Boss Damage +4%",,Current model treats Weaken as continuously applied while Nutjob is active.,Damage to Poisoned,9,9,12,15,15,15,12,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Damage to Poisoned.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,6,R1,Red 1 Star,50.996,,"Damage to Weakened +75%, Boss Damage +4%",,Current model treats Weaken as continuously applied while Nutjob is active.,Damage to Weakened,15,15,20,25,25,25,20,,,Exact cumulative cost not captured; commonly used intermediate breakpoint,Raises assist-skill reforge caps and contributes to Awakening Power: Damage to Weakened.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,7,R2,Red 2 Stars,54.094,,"Damage to Weakened +75%, Boss Damage +4%",,Current model treats Weaken as continuously applied while Nutjob is active.,Resonance Damage,15,15,20,25,25,25,20,17,,Inferred from 21-core Assist Slot 3 requirement less one 4-core support pet,Raises assist-skill reforge caps and contributes to Awakening Power: Resonance Damage.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,8,R3,Red 3 Stars,59.611,,"Damage to Weakened +75%, Boss Damage +4%",,Current model treats Weaken as continuously applied while Nutjob is active.,Shield Damage,22.5,22.5,30,37.5,37.5,37.5,30,25,,Current community cost guide; cumulative Xeno Cores,Raises assist-skill reforge caps and contributes to Awakening Power: Shield Damage.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,9,R4,Red 4 Stars,62.441,,"Damage to Weakened +75%, Boss Damage +4%",,Current model treats Weaken as continuously applied while Nutjob is active.,Sync Rate,22.5,22.5,30,37.5,37.5,37.5,30,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Sync Rate.,Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP05,Nutjob,Nussi / Squirrel,Weaken damage and boss-damage support,2,Top / endgame,10,R5,Red 5 Stars,70.948,"Damage to Weakened +75%, Boss Damage +6%","Damage to Weakened +150%, Boss Damage +10%","Damage to Weakened +30%, Xeno Skill Damage +60%",Current model treats Weaken as continuously applied while Nutjob is active.,Resonance Damage,30,30,40,50,50,50,40,50,450,Current advanced guide; cumulative values,"Maximum awakening: second owner-bonus package, global account bonus, and maximum offensive assist-skill caps.",Damage to Weakened is mandatory after the two Resonance skills; Shield Damage is also mandatory.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP06,Gourmeow,Gourmiau,Shield Damage and boss-damage support,1,Top / generalized current guide favorite,0,Unawakened,None,12.24,,,,Applies an Energy Shield and improves Shield Damage.,,0,0,0,0,0,0,0,0,0,Exact starting value,Base Xeno Pet. One random assist skill is available at Level 1.,Shield Damage is mandatory; the matching elemental slot depends on the player's strongest positive status pool.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP06,Gourmeow,Gourmiau,Shield Damage and boss-damage support,1,Top / generalized current guide favorite,1,Y1,Yellow 1 Star,17.047,,,,Applies an Energy Shield and improves Shield Damage.,Skill Damage,3,3,4,5,5,5,4,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Skill Damage.,Shield Damage is mandatory; the matching elemental slot depends on the player's strongest positive status pool.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP06,Gourmeow,Gourmiau,Shield Damage and boss-damage support,1,Top / generalized current guide favorite,2,Y2,Yellow 2 Stars,23.74,,,,Applies an Energy Shield and improves Shield Damage.,Crit Damage,6,6,8,10,10,10,8,,,Exact cumulative cost not captured,Raises assist-skill reforge caps and contributes to Awakening Power: Crit Damage.,Shield Damage is mandatory; the matching elemental slot depends on the player's strongest positive status pool.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
XP06,Gourmeow,Gourmiau,Shield Damage and boss-damage support,1,Top / generalized current guide favorite,3,Y3,Yellow 3 Stars,26.607,,,,Applies an Energy Shield and improves Shield Damage.,Resonance Damage,6,6,8,10,10,10,8,2,,Inferred from Drive: 8 Xeno Cores awaken four additional pets to Y3,Raises assist-skill reforge caps and contributes to Awakening Power: Resonance Damage.,Shield Damage is mandatory; the matching elemental slot depends on the player's strongest positive status pool.,"Owner/global bonuses, damage coefficients and assist-skill caps from current supplied sIO Tools model; system rules cross-checked with Drive and current guides.",https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://github.com/Rifffi/survivor-io-wiki.github.io
