Set_ID,Set_Name,Set_Type,Collectible_1,Collectible_2,Collectible_3,Collectible_4,Unlock_Order,Requirement_Type,Required_Value,Unlock_Requirement,Reward,Reward_Tags,Data_Status,Member_Data_Status,Source_URL
SET030,Uncontrollable Superpower,1 Red,High-Lat Energy Cube,Nuclear Battery,Plasma Sword,,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/uncontrollable-superpower
SET030,Uncontrollable Superpower,1 Red,High-Lat Energy Cube,Nuclear Battery,Plasma Sword,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/uncontrollable-superpower
SET030,Uncontrollable Superpower,1 Red,High-Lat Energy Cube,Nuclear Battery,Plasma Sword,,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/uncontrollable-superpower
SET030,Uncontrollable Superpower,1 Red,High-Lat Energy Cube,Nuclear Battery,Plasma Sword,,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/uncontrollable-superpower
SET030,Uncontrollable Superpower,1 Red,High-Lat Energy Cube,Nuclear Battery,Plasma Sword,,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/uncontrollable-superpower
SET030,Uncontrollable Superpower,1 Red,High-Lat Energy Cube,Nuclear Battery,Plasma Sword,,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/uncontrollable-superpower
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET031,Ineffective Enhancement,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/ineffective-enhancement
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET032,Just Enough to Ignore the Fog,1 Red,Eye of True Vision,Nuclear Battery,Plasma Sword,,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/just-enough-to-ignore-the-fog
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,3,Total Gold Stars,19,Get 19 total Gold Stars,HP +4%,HP%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,5,Total Red Stars,19,Get 19 total Red Stars,HP +6%,HP%,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET033,Hero Outfit,1 Red,Life Hourglass,Golden Horn,Elemental Ring,Shadowchaser Bow,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/hero-outfit
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET034,Special Performance,2 Yellows,Nuclear Battery,Golden Horn,Crimson Guitar,Memorial Ticket,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/special-performance
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET035,Five-Element Sword Saint,2 Yellows,Plasma Sword,Elemental Ring,Swift Longboots,Magnetic Gloves,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Exact GarryTools page pattern and member list transcribed,Exact GarryTools member list,https://garrytools.com/guide/collectionsets/five-element-sword-saint
SET036,Guitarist Journal,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET036,Guitarist Journal,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/guitarist-journal
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET037,Missed the Movie Opening,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/missed-the-movie-opening
SET038,Magnetic Freak,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET038,Magnetic Freak,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/magnetic-freak
SET039,Just a Projected Movie,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
SET039,Just a Projected Movie,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/just-a-projected-movie
