Unlock_ID,Entity_Type,Entity_ID,System_or_Part,Mode,Base_Tech_1,Base_Tech_2,Tech_Category,Track_Type,Stage_Order,Stage,Requirement,Resonance_Threshold,Overload_Level,Effect_Stat,Effect_Value,Effect_Unit,Effect_Text,Applies_When_Deployed,Requires_Evolution,DPS_Relevant,DPS_Priority,Optimizer_Bucket,General_Investment_Rank,Data_Status,Source_URLs
TUN0114,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,6,1650,Reach 1650 Twinborn Resonance Energy.,1650,,Crit Rate,5,%,Crit Rate +5%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0115,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,7,2550,Reach 2550 Twinborn Resonance Energy.,2550,,Skill Damage,10,%,Skill Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0116,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,8,4500,Reach 4500 Twinborn Resonance Energy.,4500,,Skill Damage,10,%,Skill Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0117,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,9,6000,Reach 6000 Twinborn Resonance Energy.,6000,,Crit Rate,5,%,Crit Rate +5%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0118,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,10,7500,Reach 7500 Twinborn Resonance Energy.,7500,,Crit Damage,20,%,Crit Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0119,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,11,9000,Reach 9000 Twinborn Resonance Energy.,9000,,Skill Damage,10,%,Skill Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0120,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,12,10500,Reach 10500 Twinborn Resonance Energy.,10500,,Crit Rate,15,%,Crit Rate +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0121,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,13,12000,Reach 12000 Twinborn Resonance Energy.,12000,,Crit Damage,35,%,Crit Damage +35%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0122,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,14,13500,Reach 13500 Twinborn Resonance Energy.,13500,,Skill Damage,40,%,Skill Damage +40%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0123,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,1,300,Equip this mode and reach 300 Resonance Energy.,300,,Crit Rate,5,%,Crit Rate +5%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0124,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,1,300,Equip this mode and reach 300 Resonance Energy.,300,,Crit Damage,15,%,Crit Damage +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0125,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,1,300,Equip this mode and reach 300 Resonance Energy.,300,,Vulnerability,20,%,Vulnerability +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0126,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,2,900,Equip this mode and reach 900 Resonance Energy.,900,,Crit Rate,5,%,Crit Rate +5%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0127,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,2,900,Equip this mode and reach 900 Resonance Energy.,900,,Crit Damage,15,%,Crit Damage +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0128,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,2,900,Equip this mode and reach 900 Resonance Energy.,900,,Vulnerability,20,%,Vulnerability +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0129,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,3,2100,Equip this mode and reach 2100 Resonance Energy.,2100,,Crit Rate,5,%,Crit Rate +5%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0130,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,3,2100,Equip this mode and reach 2100 Resonance Energy.,2100,,Crit Damage,10,%,Crit Damage +10%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0131,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,3,2100,Equip this mode and reach 2100 Resonance Energy.,2100,,Vulnerability,25,%,Vulnerability +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0132,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,4,3000,Equip this mode and reach 3000 Resonance Energy.,3000,,Crit Rate,5,%,Crit Rate +5%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0133,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,4,3000,Equip this mode and reach 3000 Resonance Energy.,3000,,Crit Damage,10,%,Crit Damage +10%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0134,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,4,3000,Equip this mode and reach 3000 Resonance Energy.,3000,,Vulnerability,25,%,Vulnerability +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0135,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,5,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Crit Rate,5,%,Crit Rate +5%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0136,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,5,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Crit Damage,5,%,Crit Damage +5%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0137,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,5,15000,Equip this mode and reach 15000 Resonance Energy.,15000,,Vulnerability,45,%,Vulnerability +45%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0138,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,1,Overload 1,Reach Tech Overload Lv.1 and at least 3000 Twinborn Resonance.,3000,1,Skill Damage,10,%,Skill Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0139,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,2,Overload 2,Reach Tech Overload Lv.2 and at least 3500 Twinborn Resonance.,3500,2,Vulnerability,10,%,Vulnerability +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0140,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,2,Overload 2,Reach Tech Overload Lv.2 and at least 3500 Twinborn Resonance.,3500,2,Crit Damage,15,%,Crit Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0141,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,3,Overload 3,Reach Tech Overload Lv.3 and at least 4000 Twinborn Resonance.,4000,3,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0142,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,3,Overload 3,Reach Tech Overload Lv.3 and at least 4000 Twinborn Resonance.,4000,3,Crit Damage,15,%,Crit Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0143,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,4,Overload 4,Reach Tech Overload Lv.4 and at least 4500 Twinborn Resonance.,4500,4,Shield Damage,10,%,Shield Damage +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0144,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,5,Overload 5,Reach Tech Overload Lv.5 and at least 5000 Twinborn Resonance.,5000,5,Vulnerability,15,%,Vulnerability +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0145,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,5,Overload 5,Reach Tech Overload Lv.5 and at least 5000 Twinborn Resonance.,5000,5,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0146,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,6,Overload 6,Reach Tech Overload Lv.6 and at least 5500 Twinborn Resonance.,5500,6,Skill Damage,25,%,Skill Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0147,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,6,Overload 6,Reach Tech Overload Lv.6 and at least 5500 Twinborn Resonance.,5500,6,Crit Damage,20,%,Crit Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0148,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,7,Overload 7,Reach Tech Overload Lv.7 and at least 6000 Twinborn Resonance.,6000,7,Shield Damage,15,%,Shield Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0149,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,8,Overload 8,Reach Tech Overload Lv.8 and at least 7000 Twinborn Resonance.,7000,8,Vulnerability,15,%,Vulnerability +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0150,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,8,Overload 8,Reach Tech Overload Lv.8 and at least 7000 Twinborn Resonance.,7000,8,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0151,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,9,Overload 9,Reach Tech Overload Lv.9 and at least 8000 Twinborn Resonance.,8000,9,Skill Damage,35,%,Skill Damage +35%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0152,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,9,Overload 9,Reach Tech Overload Lv.9 and at least 8000 Twinborn Resonance.,8000,9,Crit Damage,30,%,Crit Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0153,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,10,Overload 10,Reach Tech Overload Lv.10 and at least 9000 Twinborn Resonance.,9000,10,Shield Damage,20,%,Shield Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0154,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,11,Overload 11,Reach Tech Overload Lv.11 and at least 10000 Twinborn Resonance.,10000,11,Vulnerability,20,%,Vulnerability +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0155,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,11,Overload 11,Reach Tech Overload Lv.11 and at least 10000 Twinborn Resonance.,10000,11,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0156,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,12,Overload 12,Reach Tech Overload Lv.12 and at least 11000 Twinborn Resonance.,11000,12,Skill Damage,40,%,Skill Damage +40%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0157,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,12,Overload 12,Reach Tech Overload Lv.12 and at least 11000 Twinborn Resonance.,11000,12,Crit Damage,45,%,Crit Damage +45%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0158,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,13,Overload 13,Reach Tech Overload Lv.13 and at least 12000 Twinborn Resonance.,12000,13,Shield Damage,25,%,Shield Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0159,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,14,Overload 14,Reach Tech Overload Lv.14 and at least 13000 Twinborn Resonance.,13000,14,Vulnerability,20,%,Vulnerability +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0160,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,14,Overload 14,Reach Tech Overload Lv.14 and at least 13000 Twinborn Resonance.,13000,14,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0161,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,15,Overload 15,Reach Tech Overload Lv.15 and at least 14000 Twinborn Resonance.,14000,15,Skill Damage,50,%,Skill Damage +50%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0162,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,15,Overload 15,Reach Tech Overload Lv.15 and at least 14000 Twinborn Resonance.,14000,15,Crit Damage,55,%,Crit Damage +55%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Medium-High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0163,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,16,Overload 16,Reach Tech Overload Lv.16 and at least 15000 Twinborn Resonance.,15000,16,Shield Damage,30,%,Shield Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,ShieldDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0164,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,17,Overload 17,Reach Tech Overload Lv.17 and at least 15000 Twinborn Resonance.,15000,17,Vulnerability,20,%,Vulnerability +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0165,Twinborn Mode,TB01B,Energy Guidance System,Forcefield Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,17,Overload 17,Reach Tech Overload Lv.17 and at least 15000 Twinborn Resonance.,15000,17,Crit Rate,10,%,Crit Rate +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,Crit,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
