Survivor_ID,Survivor,Aliases,Rarity,Upgrade_System,Unlock_Order,Unlock_Point,Required_Value,Unlock_Name,Effect,Effect_Scope,Effect_Tags,Shard_or_Upgrade_Item,Data_Status,Primary_Source_URL,Secondary_Source_URL
SURV06,Wesson,,Normal,Awakening,16,A4,4,Firearm Specialist,"Every 3 supplies collected grants firearm damage, including Twin Lance, +2%, up to 10%. Unlock 1 Teamwork passive slot.",Equipped Survivor + slot unlock,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Awakening,17,A5,5,Fire Support Enhancement II,Additional Fire Support damage +50%; gain 1 additional airdrop.,This Survivor / Battle,,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV06,Wesson,,Normal,Awakening,18,A6,6,Survival Specialist Maximum,"Supplies required -1; exclusive-skill damage +6%, up to 30%, and firearm damage +4%, up to 20%. Teamwork passive slot +1.",Equipped Survivor + slot unlock,Skill Damage,Wesson Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Level,1,Level 20,20,Level Bonus,Survivor HP +1000.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Level,2,Level 40,40,Level Bonus,All Survivors: HP +5%.,Account-wide / All Survivors,All-Survivor Bonus,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Level,3,Level 60,60,Level Bonus,Survivor ATK +600.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Level,5,Level 100,100,Level Bonus,Survivor ATK +1000.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Level,6,Level 120,120,Level Bonus,All Survivors: ATK +5%.,Account-wide / All Survivors,All-Survivor Bonus,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Star Upgrade,7,1 Star,1,Automatic Pistol,Select in battle: Yelena's all-purpose firearm.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +400; Survivor HP +2000.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Star Upgrade,9,3 Star,3,Projection Haste,Movement Speed +5 while a projection is active; Survivor HP +20%.,This Survivor / Battle,Movement Speed,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1000; Survivor HP +5000.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: HP +4%.,Account-wide / All Survivors,All-Survivor Bonus,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Star Upgrade,12,6 Star,6,Enhanced Projection,Critical hits can extend a Holo Projection's duration up to 6 seconds; Survivor ATK +20%.,This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Awakening,13,A1,1,Fiery Curtain / Holoshield,"Active: Unleashes a hail of shots. Passive: After 10 seconds without HP loss, Lightning, Laser and Forcefield damage +5% and gain a 20%-Max-HP Energy Shield.",This Survivor / Battle,Shield,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Awakening,14,A2,2,Woundless Enhancement,"Additional Lightning, Laser and Forcefield damage +5%.",This Survivor / Battle,,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Awakening,15,A3,3,Fiery Curtain Vulnerability,Fiery Curtain inflicts 5% Vulnerability.,This Survivor / Battle,Vulnerability,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Awakening,16,A4,4,Woundless Enhancement II,"Additional Lightning, Laser and Forcefield damage +10% and Crit Damage +20%. Unlock 1 Teamwork passive slot.",Equipped Survivor + slot unlock,Crit Damage,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Awakening,17,A5,5,Fiery Curtain Vulnerability II,Fiery Curtain inflicts an additional 5% Vulnerability.,This Survivor / Battle,Vulnerability,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV07,Yelena,,Normal,Awakening,18,A6,6,Woundless Enhancement III,"Additional Lightning, Laser and Forcefield damage +15%, Crit Damage +25%, and Energy Shield +30% Max HP. Teamwork passive slot +1.",Equipped Survivor + slot unlock,Crit Damage | Shield,Yelena Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Level,1,Level 20,20,Level Bonus,Survivor HP +3000.,This Survivor / Battle,,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +10%.,Account-wide / All Survivors,All-Survivor Bonus,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Level,3,Level 60,60,Level Bonus,Survivor ATK +1200.,This Survivor / Battle,,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Level,5,Level 100,100,Level Bonus,Survivor ATK +1800.,This Survivor / Battle,,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Rate +10%.,Account-wide / All Survivors,Crit Rate | All-Survivor Bonus,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Star Upgrade,7,1 Star,1,Yin-Yang Balance,Change Yin/Yang stances in battle. Palm Wind inflicts scaling Vulnerability; extra Sunfire Palm Vulnerability +25%.,This Survivor / Battle,Vulnerability,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +600; Survivor HP +3000.,This Survivor / Battle,,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Star Upgrade,9,3 Star,3,Calm and Collected,Solarian Ki creates a cyclone that prevents movement and inflicts 50% Vulnerability; Survivor HP +20%.,This Survivor / Battle,Vulnerability,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1500; Survivor HP +7500.,This Survivor / Battle,,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +8%.,Account-wide / All Survivors,All-Survivor Bonus,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Star Upgrade,12,6 Star,6,Burning Rage,Sunfire Palm Crit Damage +100%; Survivor ATK +20%.,This Survivor / Battle,Crit Damage,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Awakening,13,A1,1,Sunfire Palm / Warrior Soul,Extra Sunfire Palm Crit Damage +100%. Passive: Crit Rate +5% and Crit Damage +5%.,This Survivor / Battle,Crit Rate | Crit Damage,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Awakening,14,A2,2,Warrior Soul Pursuit,All Skill Damage +15%. Unlock 1 Teamwork passive slot.,Equipped Survivor + slot unlock,Skill Damage,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Awakening,15,A3,3,Sunfire Palm Vulnerability,Extra Sunfire Palm Vulnerability +10%.,This Survivor / Battle,Vulnerability,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Awakening,16,A4,4,Warrior Soul Pursuit II,Extra Crit Rate +10% and Crit Damage +10%. Passive Awakening slot +1.,Equipped Survivor + slot unlock,Crit Rate | Crit Damage,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Awakening,17,A6,6,Warrior Soul Pursuit III,"Extra Crit Rate +15%, Crit Damage +25%, and all Skill Damage +15%. Passive Awakening slot +1.",Equipped Survivor + slot unlock,Crit Rate | Crit Damage | Skill Damage,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV08,Master Yang,,S,Awakening,18,A8,8,Warrior Soul Pursuit Maximum,"Additional Crit Rate +30%, Crit Damage +50%, and all Skill Damage +30%. Teamwork passive slot +1.",Equipped Survivor + slot unlock,Crit Rate | Crit Damage | Skill Damage,Master Yang Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/master-yang,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Level,1,Level 20,20,Level Bonus,Survivor HP +3000.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +10%.,Account-wide / All Survivors,All-Survivor Bonus,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Level,3,Level 60,60,Level Bonus,Survivor ATK +1200.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Level,5,Level 100,100,Level Bonus,Survivor ATK +1800.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Damage +10%.,Account-wide / All Survivors,Crit Damage | All-Survivor Bonus,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Star Upgrade,7,1 Star,1,Harmonic Power,Attacking Weakened targets restores Energy Shield. Deals heavy wounds to Poisoned and Chilled targets.,This Survivor / Battle,Poison | Chill | Weaken | Shield,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +600; Survivor HP +3000.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Star Upgrade,9,3 Star,3,Voice of Destruction,Tritone debuff duration +5 seconds and Harmonic Power status damage greatly increases; Survivor HP +20%.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1500; Survivor HP +7500.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +8%.,Account-wide / All Survivors,All-Survivor Bonus,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Star Upgrade,12,6 Star,6,Lingering Reverb,Tritone debuff duration +15 seconds; Survivor ATK +20%.,This Survivor / Battle,,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,13,A1,1,Anomalous Synergy / Tritone Performance,Shield Damage +10%. Green: Crit Damage +20%. Blue: Base Movement Speed +1. Purple: Damage reduction +20% for 3 seconds.,This Survivor / Battle,Crit Damage | Shield | Movement Speed,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,14,A2,2,Anomalous Synergy Pursuit,Damage to Poisoned targets +5%. Unlock 1 Teamwork passive slot.,Equipped Survivor + slot unlock,Poison,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,15,A3,3,Tritone Performance Enhancement,Green Crit Damage +20%; Blue Movement Speed +1; Purple damage reduction becomes 30% for 3 seconds.,This Survivor / Battle,Crit Damage | Movement Speed,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,16,A4,4,Anomalous Synergy Pursuit II,Damage to Chilled targets +5%. Teamwork passive slot +1.,Equipped Survivor + slot unlock,Chill,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,17,A5,5,Tritone Performance Enhancement II,Green Crit Damage +20%; Blue Movement Speed +1; Purple grants invincibility for 3 seconds.,This Survivor / Battle,Crit Damage | Movement Speed,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,18,A6,6,Anomalous Synergy Pursuit III,Damage to Poisoned targets +15%. Teamwork passive slot +1.,Equipped Survivor + slot unlock,Poison,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,19,A7,7,Tritone Performance Enhancement III,Green Crit Damage +60%; Blue Movement Speed +1; Purple invincibility +1 second.,This Survivor / Battle,Crit Damage | Movement Speed,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV09,Metallia,,S,Awakening,20,A8,8,Anomalous Synergy Maximum,"Shield Damage +25%, damage to Poisoned targets +80%, and damage to Chilled targets +40%. Teamwork passive slot +1.",Equipped Survivor + slot unlock,Poison | Chill | Shield,Metallia Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/metallia,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Level,1,Level 20,20,Level Bonus,Survivor HP +3000.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +10%.,Account-wide / All Survivors,All-Survivor Bonus,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Level,3,Level 60,60,Level Bonus,Survivor ATK +1200.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Level,5,Level 100,100,Level Bonus,Survivor ATK +1800.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Damage +10%.,Account-wide / All Survivors,Crit Damage | All-Survivor Bonus,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Star Upgrade,7,1 Star,1,Showdown,"Reveals Elite/Boss weak spots. Weak-spot damage +10%; every 200 attacks inflicts Exposed for 5 seconds, stacking status-target damage.",This Survivor / Battle,Elite/Boss Damage,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +600; Survivor HP +3000.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Star Upgrade,9,3 Star,3,Ravage,Exposed duration increases to 20 seconds; Survivor HP +20%.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1500; Survivor HP +7500.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +8%.,Account-wide / All Survivors,All-Survivor Bonus,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Star Upgrade,12,6 Star,6,Showdown Mastery,Weak-spot damage +10%; Survivor ATK +20%.,This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Awakening,13,A1,1,Grand Brawler,"Every 500 attacks on an Elite/Boss inflicts Exposed. Skill Damage +60%, Weak-spot damage +10%, and Final Flashrift Rip damage +400%.",This Survivor / Battle,Skill Damage | Elite/Boss Damage,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Awakening,14,A2,2,Grand Brawler Pursuit,Each Exposed stack effect +2%. Unlock 1 Teamwork passive slot.,Equipped Survivor + slot unlock,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Awakening,15,A3,3,Grand Brawler Active Enhancement,"Weak-spot damage +10%, Final Flashrift Rip damage +500%, and Riftstar Rip duration +2 seconds.",This Survivor / Battle,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Awakening,16,A4,4,Grand Brawler Pursuit II,Required hits to inflict Exposed -100. Teamwork passive slot +1.,Equipped Survivor + slot unlock,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Awakening,17,A6,6,Grand Brawler Pursuit III,Each Exposed stack effect +3%. Teamwork passive slot +1.,Equipped Survivor + slot unlock,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV10,Joey,,S,Awakening,18,A8,8,Grand Brawler Pursuit Maximum,Each Exposed stack effect +4%. Teamwork passive slot +1.,Equipped Survivor + slot unlock,,Joey Shard,GarryTools detail-page data; Star 6 title normalized from current game-data model,https://garrytools.com/guide/survivors/joey,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Level,1,Level 20,20,Level Bonus,Survivor HP +3000.,This Survivor / Battle,,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Level,2,Level 40,40,Level Bonus,All Survivors: ATK +10%.,Account-wide / All Survivors,All-Survivor Bonus,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Level,3,Level 60,60,Level Bonus,Survivor ATK +1200.,This Survivor / Battle,,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Level,4,Level 80,80,Level Bonus,All Survivors: Healing effect +5%.,Account-wide / All Survivors,Healing | All-Survivor Bonus,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Level,5,Level 100,100,Level Bonus,Survivor ATK +1800.,This Survivor / Battle,,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Level,6,Level 120,120,Level Bonus,All Survivors: Crit Damage +10%.,Account-wide / All Survivors,Crit Damage | All-Survivor Bonus,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Star Upgrade,7,1 Star,1,Armed Firepower,Normal Mode uses Funnel Gun; Mecha Mode uses Vulcan Gun. Both inflict Laceration and can evolve.,This Survivor / Battle,Laceration,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Star Upgrade,8,2 Star,2,Survivor License,Survivor ATK +600; Survivor HP +3000.,This Survivor / Battle,,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Star Upgrade,9,3 Star,3,Conversion,Using skills grants +50% sync rate; Overload duration +5 seconds and damage to Lacerated targets +15%; Survivor HP +20%.,This Survivor / Battle,Laceration,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Star Upgrade,10,4 Star,4,Veteran Survivor License,Survivor ATK +1500; Survivor HP +7500.,This Survivor / Battle,,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Star Upgrade,11,5 Star,5,All-Survivor Bonus,All Survivors: ATK +8%.,Account-wide / All Survivors,All-Survivor Bonus,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Star Upgrade,12,6 Star,6,Overload,"Funnel Gun and Vulcan Gun start at Lv.3. During Overload, damage +20% and damage to Lacerated targets +15%; Survivor ATK +20%.",This Survivor / Battle,Laceration,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Awakening,13,A1,1,Chain Sync / Tactical Protocol,Skill Damage +30%; Mecha sync loss -2% per second. RPG-family hits inflict Laceration; damage to Lacerated targets +10%.,This Survivor / Battle,Skill Damage | Laceration,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Awakening,14,A2,2,Tactical Protocol Spec,Laser-family hits inflict Laceration; damage to Lacerated targets +15%. Unlock 1 Teamwork passive slot.,Equipped Survivor + slot unlock,Laceration,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
SURV11,Taloxa,,S,Awakening,15,A3,3,Chain Sync Enhancement,"Crit Damage +30%; while Overload is active, damage +20%.",This Survivor / Battle,Crit Damage,Taloxa Shard,Exact GarryTools detail-page data,https://garrytools.com/guide/survivors/taloxa,https://survivorio.fandom.com/wiki/Characters
