Item_ID,Item_Name,Description,Primary_Category,Subcategory,Item_Kind,Is_Spendable_or_Consumable,Is_Choice_Item,Is_Random_Reward,Selection_Behavior,Lifecycle,Rarity,Faction,Equipment_Slot,DPS_Relevance,Optimizer_Bucket,Icon_Path,Data_Status,Source_URLs
1836,Wood,Material Factory produces Better resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_1,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1837,Iron,Material Factory produces Better resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_2,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1838,Steel,Material Factory produces Better resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_3,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1839,Crystone,Material Factory produces Excellent resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Excellent,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_4,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1840,Weapon Supply Crate,Production Base produces Better resources,Containers,Reward Container,Container,Yes,No,No,Open/claim container,Limited / Event,Better,,Weapon,No or unknown,ReferenceOnly,AnniversaryOrder/material_5,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1841,Medical Supply Crate,Production Base produces Better resources,Containers,Reward Container,Container,Yes,No,No,Open/claim container,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_6,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1842,Food Supply Crate,Production Base produces Better resources,Containers,Reward Container,Container,Yes,No,No,Open/claim container,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_7,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1845,Integrated Chip,Energy Center produces Epic resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Epic,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_10,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1846,Energy Drive Core,Energy Center produces Epic resources,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,Epic,,,Depends on spend,SpendCurrency,AnniversaryOrder/material_11,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1857,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1859,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1868,Surprise Chain Coupon,Used to purchase Surprise Chain Packs during non-anniversary periods,Other Items,Unclassified / Reference,Other,Yes,No,No,,Limited / Event,,,,No or unknown,ReferenceOnly,StartEnd/ticket,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1911,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1945,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
1998,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2003,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2061,Surprise Chain Coupon,Used to purchase Surprise Chain Packs during non-anniversary periods,Other Items,Unclassified / Reference,Other,Yes,No,No,,Limited / Event,,,,No or unknown,ReferenceOnly,StartEnd/ticket,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2088,Challenge Emblem,Obtainable from each challenge in the Zone Operation upon completing them,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,,,,Depends on spend,SpendCurrency,UICommon/AreaAction_TermProgress,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2092,Time Hourglass,Ace Orderer event resource production speed-up item,Utility Consumables,Reset / Revive / Utility,Consumable,Yes,No,No,Use directly,Limited / Event,,,,Conditional,Utility,AnniversaryOrder/ticket,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2094,Wood,Material Factory produces Better resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_1,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2095,Iron,Material Factory produces Better resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_2,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2096,Steel,Material Factory produces Better resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_3,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2097,Crystone,Material Factory produces Excellent resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Excellent,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_4,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2098,Weapon Supply Crate,Production Base produces Better resources,Containers,Reward Container,Container,Yes,No,No,Open/claim container,Limited / Event,Better,,Weapon,No or unknown,ReferenceOnly,AnniversaryOrder/material_5,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2099,Medical Supply Crate,Production Base produces Better resources,Containers,Reward Container,Container,Yes,No,No,Open/claim container,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_6,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2100,Food Supply Crate,Production Base produces Better resources,Containers,Reward Container,Container,Yes,No,No,Open/claim container,Limited / Event,Better,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_7,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2103,Integrated Chip,Energy Center produces Epic resources,Upgrade Materials,General Upgrade Material,Material,Yes,No,No,Consumed by upgrade/system,Limited / Event,Epic,,,No or unknown,ReferenceOnly,AnniversaryOrder/material_10,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
2104,Energy Drive Core,Energy Center produces Epic resources,Currencies,Event Currency,Currency,Yes,No,No,Spend at shop/system,Limited / Event,Epic,,,Depends on spend,SpendCurrency,AnniversaryOrder/material_11,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4001,Normal Supply Crate,Get 1 random Normal equipment,Equipment,Equipment Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Normal,,,No or unknown,ReferenceOnly,ItemEquipBox/equip_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4002,Good Supply Crate,Get 1 random Good equipment,Equipment,Equipment Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Good,,,No or unknown,ReferenceOnly,ItemEquipBox/equip_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4003,Better Supply Crate,Get 1 random Better equipment,Equipment,Equipment Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Better,,,No or unknown,ReferenceOnly,ItemEquipBox/equip_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4004,Excellent Supply Crate,Get 1 random Excellent equipment (excluding S Grade),Equipment,Equipment Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Excellent,S Grade / Mixed,,No or unknown,ReferenceOnly,ItemEquipBox/equip_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4005,Epic Supply Crate,Get 1 random Epic equipment (excluding S Grade),Equipment,Equipment Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Epic,S Grade / Mixed,,No or unknown,ReferenceOnly,ItemEquipBox/equip_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4007,Normal Pet Chest,Get 1 random Normal pet,Pets,Pet Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Normal,,,No or unknown,ReferenceOnly,ItemPet/pet_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4008,Good Pet Chest,Get 1 random Good pet,Pets,Pet Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Good,,,No or unknown,ReferenceOnly,ItemPet/pet_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4009,Better Pet Chest,Get 1 random Better pet,Pets,Pet Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Better,,,No or unknown,ReferenceOnly,ItemPet/pet_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4010,Excellent Pet Chest,Get 1 random Excellent pet,Pets,Pet Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Excellent,,,No or unknown,ReferenceOnly,ItemPet/pet_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4011,Epic Pet Chest,Get 1 random Epic pet,Pets,Pet Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Epic,,,No or unknown,ReferenceOnly,ItemPet/pet_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
4012,Legend Pet Chest,Get 1 random Legend pet,Pets,Pet Random Container,Random Container,Yes,No,Yes,Random reward,Limited / Event,Legend,,,No or unknown,ReferenceOnly,ItemPet/pet_drop_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
5908,Christmas Outfit Giftbox,"Choose 1 costume from Tsukuyomi, Common, Worm X'mas Costumes",Cosmetics,Costume / Avatar,Cosmetic,Yes,Yes,No,Player chooses one option,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,AttachmentUI/Suit_Choose_1,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6009,Yelena,"Yelena is a genius hacker who navigates the cyberspace highway like it was her backyard. With her exceptional skills at system intrusion and data theft, she was instrumental in busting the lab doors wide open in the final battle. Using her mega-smarts, she also designed her personal weapon into an impeccable tool for any situation.",Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,Weapon,No or unknown,ReferenceOnly,PlayerIconUI/Head_8,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6100,Random Survivor Shard,Get 1 random Survivor shard,Survivors,Survivor,Character,Yes,No,Yes,Random reward,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_R,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6101,Common Shard,Used to unlock and upgrade Survivor Common,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_0,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6102,Tsukuyomi Shard,Used to unlock and upgrade Survivor Tsukuyomi,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_2,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6103,Catnips Shard,Used to unlock and upgrade Survivor Catnips,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_1,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6104,Worm Shard,Used to unlock and upgrade Survivor Worm,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_3,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6105,King Shard,Used to unlock and upgrade Survivor King,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_4,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6106,Underwater Sapphire,Used to upgrade Survivor Squidward Tentacles,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_5,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6107,Underwater Ruby,Used to upgrade Survivor SpongeBob SquarePants,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_6,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6108,Wesson Shard,Used to unlock and upgrade Survivor Wesson,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_7,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6109,Yelena Shard,Used to unlock and upgrade Survivor Yelena,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_8,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6110,Master Yang Shard,Used to unlock and upgrade Survivor Master Yang,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_9,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6111,Underwater Tourmaline,"Used to upgrade Survivor ""Patrick""",Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_10,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6112,Underwater Quartz,"Used to upgrade Survivor ""Sandy""",Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_11,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6113,Metallia Shard,Used to unlock and upgrade Survivor Metallia,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_12,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6114,Pepperoni Pizza,Used to upgrade Leonardo,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_13,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6115,Cheese Pizza,Used to upgrade Raphael,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_14,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6116,Reporter Interview Guide,Used to upgrade April,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_15,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6117,Mushroom Pizza,Used to upgrade Donatello,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_16,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6118,Surf & Turf Pizza,Used to upgrade Michelangelo,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_17,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6119,Teapot,Used to upgrade Splinter,Survivors,Survivor,Character,Yes,No,No,,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_18,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
6120,Joey Shard,Used to unlock and upgrade Survivor Joey,Survivors,Survivor,Character,Yes,No,No,Consumed by upgrade/system,Owned Asset / Reference,,,,No or unknown,ReferenceOnly,PlayerIconUI/Frag_19,Exact localized item name/description from supplied snapshot; category fields are normalized for the optimizer.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
