Choice_Item_ID,Choice_Item_Name,Choice_Scope,Option_Order,Option_Name,Option_Category,Option_Status,Rarity_Awarded,Notes,Source_URLs
31102,Good Equipment Choice Pack,Equipment,26,Light Runners,Equipment,Exact,Good,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31102,Good Equipment Choice Pack,Equipment,27,Army Boots,Equipment,Exact,Good,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31102,Good Equipment Choice Pack,Equipment,28,Prosthetic Legs,Equipment,Exact,Good,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31102,Good Equipment Choice Pack,Equipment,29,Layered Snowshoes,Equipment,Exact,Good,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31102,Good Equipment Choice Pack,Equipment,30,Highboots,Equipment,Exact,Good,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,1,Kunai,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,2,Baseball Bat,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,3,Katana,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,4,Shotgun,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,5,Revolver,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,6,Metal Neckguard,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,7,Trendy Charm,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,8,Army Nameplate,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,9,Bone Pendant,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,10,Emerald Pendant,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,11,Fingerless Gloves,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,12,Leather Gloves,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,13,Army Gloves,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,14,Shiny Wristguard,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,15,Protective Gloves,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,16,Full Metal Suit,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,17,Traveler's Jacket,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,18,Carapace,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,19,Army Uniform,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,20,Protective Suit,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,21,Stylish Belt,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,22,Leather Belt,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,23,Army Belt,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,24,Waist Sensor,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,25,Broad Waistguard,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,26,Light Runners,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,27,Army Boots,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,28,Prosthetic Legs,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,29,Layered Snowshoes,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31103,Better Equipment Choice Pack,Equipment,30,Highboots,Equipment,Exact,Better,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,1,Kunai,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,2,Baseball Bat,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,3,Katana,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,4,Shotgun,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,5,Revolver,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,6,Metal Neckguard,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,7,Trendy Charm,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,8,Army Nameplate,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,9,Bone Pendant,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,10,Emerald Pendant,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,11,Fingerless Gloves,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,12,Leather Gloves,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,13,Army Gloves,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,14,Shiny Wristguard,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,15,Protective Gloves,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,16,Full Metal Suit,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,17,Traveler's Jacket,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,18,Carapace,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,19,Army Uniform,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,20,Protective Suit,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,21,Stylish Belt,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,22,Leather Belt,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,23,Army Belt,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,24,Waist Sensor,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,25,Broad Waistguard,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,26,Light Runners,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,27,Army Boots,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,28,Prosthetic Legs,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,29,Layered Snowshoes,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31104,Excellent Equipment Choice Pack,Equipment,30,Highboots,Equipment,Exact,Excellent,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,1,Kunai,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,2,Baseball Bat,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,3,Katana,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,4,Shotgun,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,5,Revolver,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,6,Metal Neckguard,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,7,Trendy Charm,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,8,Army Nameplate,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,9,Bone Pendant,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,10,Emerald Pendant,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,11,Fingerless Gloves,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,12,Leather Gloves,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,13,Army Gloves,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,14,Shiny Wristguard,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,15,Protective Gloves,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,16,Full Metal Suit,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,17,Traveler's Jacket,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,18,Carapace,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,19,Army Uniform,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,20,Protective Suit,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,21,Stylish Belt,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,22,Leather Belt,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,23,Army Belt,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,24,Waist Sensor,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,25,Broad Waistguard,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
31105,Epic Equipment Choice Pack,Equipment,26,Light Runners,Equipment,Exact,Epic,The chosen item is awarded at the rarity shown on the pack.,"User-supplied sIO Tools game-data snapshot (exported July 10, 2026); https://docs.google.com/document/d/19ZNPZEAyGoc79r5ofng_2RitREA8rOiY3FKPo9mHqi4"
